,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,month_year_creation
1259,makgvemLPmcFb7f5qhv4W38ar6EKiKWT3lZ53xLJ4G0=,makgvemLPmcFb7f5qhv4W38ar6EKiKWT3lZ53xLJ4G0=,makgvemLPmcFb7f5qhv4W38ar6EKiKWT3lZ53xLJ4G0=,La Habana,"Fiel defensor de la justicia, las ideas y de los pueblos de nuestra región ♥️🇨🇺🇻🇪🇵🇷🇦🇷🇳🇮🇧🇴#YoSoyFidel #SomosContinuidad #SiguemeYTeSigo",,1428,1653,2019-02-28,es,February 2019
1260,zUjhJQKl1fm9YKI8aNzZbE+01352zJSIwSv+4aBf6Q=,zUjhJQKl1fm9YKI8aNzZbE+01352zJSIwSv+4aBf6Q=,zUjhJQKl1fm9YKI8aNzZbE+01352zJSIwSv+4aBf6Q=,Cuba,"Afortunado x tener dos niños y una revolución que mantener! 
#DeZurdaTeam 🤝🐆",,1830,2340,2019-04-06,es,April 2019
1261,G0nRMRRDIWbLV373jInozv16RjgMzjEtZboaJcj4dDY=,G0nRMRRDIWbLV373jInozv16RjgMzjEtZboaJcj4dDY=,G0nRMRRDIWbLV373jInozv16RjgMzjEtZboaJcj4dDY=,"Cuba,NO ME VAN A SILENCIAR.🤝","Ing. en informática, defensor de la verdad y  nobles ideas de nuestro proceso revolucionario, seguidor de Martí, Fidel, Raúl y @DíazCanel. #DeZurdaTeam 🤝🐴",,3171,5522,2019-10-30,es,October 2019
1262,eHB2D1h1D0tBCFVG8YroS5ItIAj1eYQNaegE0niOByw=,eHB2D1h1D0tBCFVG8YroS5ItIAj1eYQNaegE0niOByw=,eHB2D1h1D0tBCFVG8YroS5ItIAj1eYQNaegE0niOByw=,Cuba,Pretendo dar a conocer los resultados de la Cooperación Médica Cubana,https://t.co/KzCxquOfiX,3291,405,2019-09-26,es,September 2019
1263,J2p2IbgyenhqXLDKNgkDJ+g4PUaJsiaKQnd2wFcsDcE=,J2p2IbgyenhqXLDKNgkDJ+g4PUaJsiaKQnd2wFcsDcE=,J2p2IbgyenhqXLDKNgkDJ+g4PUaJsiaKQnd2wFcsDcE=,"Viña del Mar, Chile",,,58,45,2020-02-06,en,February 2020
1264,aN9QGDA+bq038JbdW0OOqpeMkkwoleSuKekcv8DxCU=,aN9QGDA+bq038JbdW0OOqpeMkkwoleSuKekcv8DxCU=,aN9QGDA+bq038JbdW0OOqpeMkkwoleSuKekcv8DxCU=,Cuba,"💯x💯 🇨🇺 Amante de la #paz, fiel defensor de la #justicia y equidad social, aportando un granito de arena para la unidad de la #PatriaGrande @DeZurdaTeam",https://t.co/VGvRWVHXiF,561,561,2019-07-15,es,July 2019
1265,1YWf0cjQhQKlHt7gUqbbNPWKlpBk8DkoTm1fUHxBho=,1YWf0cjQhQKlHt7gUqbbNPWKlpBk8DkoTm1fUHxBho=,1YWf0cjQhQKlHt7gUqbbNPWKlpBk8DkoTm1fUHxBho=,Cuba,"CUBANA 🇨🇺 AGRADECIDA. Madre de Diego y Amunet. Amante de los versos y #Poerotic. Suspendida en @DailynZona8.
Fanática de mi patria y de #LosLucas.",,1498,214,2020-01-14,es,January 2020
1266,9lIMixucAhuImpC1pASmnHp1cFWVQvSzdVLvIxlgaAA=,9lIMixucAhuImpC1pASmnHp1cFWVQvSzdVLvIxlgaAA=,9lIMixucAhuImpC1pASmnHp1cFWVQvSzdVLvIxlgaAA=,,I like dance and fotball,,6,140,2013-10-18,en,October 2013
1267,U0ZIMXDoeo8gHukpJz8Dgad3HBstGNBKQGaA15hkqo8=,U0ZIMXDoeo8gHukpJz8Dgad3HBstGNBKQGaA15hkqo8=,U0ZIMXDoeo8gHukpJz8Dgad3HBstGNBKQGaA15hkqo8=,,"Pinareña y Revolucionaria incansable, amante de la justicia y defensora de los más necesitados, Jurista de profesión.",,2657,2441,2019-04-23,es,April 2019
1268,zNDff4XiajcaSog4qVl7FU4hPC1SI4Jn1nCbcEtEmg8=,zNDff4XiajcaSog4qVl7FU4hPC1SI4Jn1nCbcEtEmg8=,zNDff4XiajcaSog4qVl7FU4hPC1SI4Jn1nCbcEtEmg8=,"Camagüey, Cuba","Camagüeyano de pura cepa, amante de la lectura, la buena música, apasionado de la historia gloriosa de Cuba y de su cultura, agramontino, martiano y fidelista.",,2766,5304,2019-09-05,es,September 2019
1269,jImvMVp1QCVksYTZMvY+K7e+Cd2C0HHim0HZEU8lE=,jImvMVp1QCVksYTZMvY+K7e+Cd2C0HHim0HZEU8lE=,jImvMVp1QCVksYTZMvY+K7e+Cd2C0HHim0HZEU8lE=,,"Revolucionario 🇨🇺, internacionalista fiel seguidor de Martí, Che, Fidel, Raúl y Diaz-Canel. SíguemeYTeSigo. #SomosCuba #CubaSalvaVidas #SomosContinuidad",,642,973,2020-04-04,es,April 2020
1270,hQiS0u5sGqkrHyNKJDGurLah2A4WZKNnxxrOwGoK180=,hQiS0u5sGqkrHyNKJDGurLah2A4WZKNnxxrOwGoK180=,hQiS0u5sGqkrHyNKJDGurLah2A4WZKNnxxrOwGoK180=,Santiago d eCub,"Pre Univ. Juan Borrell
Licenciado en Historia.
Universidad de la Habana
MSc.",,380,509,2019-09-03,en,September 2019
1271,bhqvB1c00F3aHhTLY12Px9lcbkEr0FTO6ljXX5UymF4=,bhqvB1c00F3aHhTLY12Px9lcbkEr0FTO6ljXX5UymF4=,bhqvB1c00F3aHhTLY12Px9lcbkEr0FTO6ljXX5UymF4=,,"Cubana100%, Informatica, Divertida, enamorada de la vida, me gusta el deporte, la musica romantica, Bailar
#SiguemeYteSigo  #VamosPorMas #CubaEsSolidaridad",,37,44,2020-05-01,en,May 2020
1272,eCyr0R3vmfnvblmPLOpaKvWknegqwFWU+yn8YXmkG0=,eCyr0R3vmfnvblmPLOpaKvWknegqwFWU+yn8YXmkG0=,eCyr0R3vmfnvblmPLOpaKvWknegqwFWU+yn8YXmkG0=,"La Habana, Cuba",Ingeniero 💻. Me gusta la 🎶 y el 🏋. Trabajo de ☉ y 🌜. Orgulloso de ser 💯% 🇨🇺 que ama😍❤ la #Revolución. Siempre @DeZurdaTeam,,2093,1765,2019-06-03,es,June 2019
1273,qPxbqJFmH04R8vOhyaw4ahjC1Znmpi6G1uUUDhxrI=,qPxbqJFmH04R8vOhyaw4ahjC1Znmpi6G1uUUDhxrI=,qPxbqJFmH04R8vOhyaw4ahjC1Znmpi6G1uUUDhxrI=,,Cubana🇨🇺 sin discusión. Amante de las grandes ideas que unen a los pueblos que desean la paz y la libertad.,,395,546,2019-04-12,es,April 2019
1274,1wyjowdwwaNNQP5mygy7Vf2PCWLkPNtci+ITdmvaDFU=,1wyjowdwwaNNQP5mygy7Vf2PCWLkPNtci+ITdmvaDFU=,1wyjowdwwaNNQP5mygy7Vf2PCWLkPNtci+ITdmvaDFU=,,"Soy trabajadora social, martiana por convicción y fidelista de corazón.",,1863,1187,2019-04-25,es,April 2019
1275,U2v+72FlXXDEEjTAqZJhVJxP5h0VkbPg78pX7yQqAss=,U2v+72FlXXDEEjTAqZJhVJxP5h0VkbPg78pX7yQqAss=,U2v+72FlXXDEEjTAqZJhVJxP5h0VkbPg78pX7yQqAss=,"Santiago, Chile",,,28,60,2019-10-01,en,October 2019
1276,P5bBbWJiijYFy1xorfUO2YEA4AAExdcmxQKXaYfD19s=,P5bBbWJiijYFy1xorfUO2YEA4AAExdcmxQKXaYfD19s=,P5bBbWJiijYFy1xorfUO2YEA4AAExdcmxQKXaYfD19s=,,"#Cuba 🇨🇺 la tierra más hermosa que ojos humanos has visto. Amante de la música 🎶 y el baile 💃.
#DeZurdaTeam 🤝🐺🐆♠️",,1440,1316,2019-11-20,es,November 2019
1277,btF4KquyIpfxwiJqEZEfFFtMuMPAm+LeNX8lwS995s=,btF4KquyIpfxwiJqEZEfFFtMuMPAm+LeNX8lwS995s=,btF4KquyIpfxwiJqEZEfFFtMuMPAm+LeNX8lwS995s=,Cuba,,,2459,5323,2019-03-04,es,March 2019
1278,mNY5YAbDbXTcilc9avTrtSVVbF5ftXNZj+5ZlbB8T7g=,mNY5YAbDbXTcilc9avTrtSVVbF5ftXNZj+5ZlbB8T7g=,mNY5YAbDbXTcilc9avTrtSVVbF5ftXNZj+5ZlbB8T7g=,Cuba,"Soy #Cuba, soy tu amiga, tu vecina, soy #América, soy tú y juntos somos #Revolución. Sígueme y te sigo.",,1873,2181,2019-07-18,es,July 2019
1279,MYAt45qQS22LWwPtaHz7RP0WGupp7hJUTZLKjbBfN4=,MYAt45qQS22LWwPtaHz7RP0WGupp7hJUTZLKjbBfN4=,MYAt45qQS22LWwPtaHz7RP0WGupp7hJUTZLKjbBfN4=,"Santiago, Chile",,,39,37,2020-02-20,en,February 2020
1280,cTd4HTnviJ8n8CkfReLFbzaaUg91edxfDpeg2l08c=,cTd4HTnviJ8n8CkfReLFbzaaUg91edxfDpeg2l08c=,cTd4HTnviJ8n8CkfReLFbzaaUg91edxfDpeg2l08c=,,100pre Cubano,,837,1492,2019-06-21,es,June 2019
1281,99SxXeLCm92PEPgNwGbcVCkbknjFwxnQH0lNko7eBoQ=,99SxXeLCm92PEPgNwGbcVCkbknjFwxnQH0lNko7eBoQ=,99SxXeLCm92PEPgNwGbcVCkbknjFwxnQH0lNko7eBoQ=,,,,137,164,2019-03-04,es,March 2019
1282,dSqts6Ib0HM7gycyhmsGVqiJDMHPkOZ5dzL+f46JM7Y=,dSqts6Ib0HM7gycyhmsGVqiJDMHPkOZ5dzL+f46JM7Y=,dSqts6Ib0HM7gycyhmsGVqiJDMHPkOZ5dzL+f46JM7Y=,"Santiago, Chile",,,22,45,2020-02-14,en,February 2020
1283,1fFkZerlt+uR+05wfLE65iqWtyaj1FWcz36Fsy7Mms=,1fFkZerlt+uR+05wfLE65iqWtyaj1FWcz36Fsy7Mms=,1fFkZerlt+uR+05wfLE65iqWtyaj1FWcz36Fsy7Mms=,,Amante de la verdad y la justicia.,,179,149,2020-03-03,es,March 2020
1284,zfrTQhccyYJRvtUm1nFePGUPYiyy9j+gcRBpBopVKeA=,zfrTQhccyYJRvtUm1nFePGUPYiyy9j+gcRBpBopVKeA=,zfrTQhccyYJRvtUm1nFePGUPYiyy9j+gcRBpBopVKeA=,,"Cubano de la Ciudad de Santa Clara, Cuba, Amante de la Libertad de mi país",,259,414,2020-04-22,es,April 2020
1285,j8C6mkJ+hKblc4daDNzlE9kCpnyGtLWGfoTQzqOHrD0=,j8C6mkJ+hKblc4daDNzlE9kCpnyGtLWGfoTQzqOHrD0=,j8C6mkJ+hKblc4daDNzlE9kCpnyGtLWGfoTQzqOHrD0=,,,,122,208,2019-04-05,en,April 2019
1286,g05towMLdKsf1OfFXmed70VlhM6j7m4hih0+uTVz+8=,g05towMLdKsf1OfFXmed70VlhM6j7m4hih0+uTVz+8=,g05towMLdKsf1OfFXmed70VlhM6j7m4hih0+uTVz+8=,"Santiago, Chile",Bailarina 💃,,30,28,2020-02-04,en,February 2020
1287,9BTe2iDICUPo6U3zCSA5ZUxZspW3yJwO+sn9ckehc=,9BTe2iDICUPo6U3zCSA5ZUxZspW3yJwO+sn9ckehc=,9BTe2iDICUPo6U3zCSA5ZUxZspW3yJwO+sn9ckehc=,Camagüey,"Cubano de los que amamos Cuba, nuestra ""Isla Gande"". Martiano y fedelista por siempre",,570,774,2019-04-24,en,April 2019
1288,Hfk7EHZwWRpWCSmcYKa1eJ32UogVBO2vdaGlcexp70=,Hfk7EHZwWRpWCSmcYKa1eJ32UogVBO2vdaGlcexp70=,Hfk7EHZwWRpWCSmcYKa1eJ32UogVBO2vdaGlcexp70=,,"Amante de la historia, joven estudioso, defendiendo nuestra patria con las ideas de #Fidel y #Raul",,878,511,2019-05-06,es,May 2019
1289,tpTGRFh6KljEaifYI0F8TaiNypdldPHQ3kjmg4YzlDk=,tpTGRFh6KljEaifYI0F8TaiNypdldPHQ3kjmg4YzlDk=,tpTGRFh6KljEaifYI0F8TaiNypdldPHQ3kjmg4YzlDk=,,Joven revolucionario y fidelista hasta el día de mi muerte. Defensor de la #PatriaGrande. Graduado de la CUJAE y fiel seguidor del FC Barcelona. #NoMasBloqueo,,734,1457,2014-12-17,es,December 2014
1290,1173671976788987905,Frank Rguez 🇨🇺,Frankcuba2019,"La Habana, Cuba ","Promotor cultural, hijo de #Cuba🇨🇺 defiendo la #PatriaGrande
Cuenta alterna @Frankcuba2020",https://t.co/4WlXgZ2sEm,8851,3527,2019-09-16,es,September 2019
1291,Tft4UkDCD6vPAbrchIhIl3RA3fRP8SKRgK5QYb4JwO4=,Tft4UkDCD6vPAbrchIhIl3RA3fRP8SKRgK5QYb4JwO4=,Tft4UkDCD6vPAbrchIhIl3RA3fRP8SKRgK5QYb4JwO4=,Cuba,"Me gusta la moda, la música, el cine, el baile y mi bella cuba, soy de ideas firmes y confío en mi presidente 😍🇨🇺  #DeZurdaTeam 🤝 🐊",,2399,2338,2019-02-27,es,February 2019
1292,G6ZrMc1NRJwhx2B90gE54Kt1maSjwu7rTxzn08SpUQ4=,G6ZrMc1NRJwhx2B90gE54Kt1maSjwu7rTxzn08SpUQ4=,G6ZrMc1NRJwhx2B90gE54Kt1maSjwu7rTxzn08SpUQ4=,,"Cubana, patriota y socialista
Si me sigues te sigo anda Súmate",,3553,4430,2019-09-26,es,September 2019
1293,3J9+F+vCmLRfyY8AkeqgUJgKdkaSDKrK4iwpIHuu5E=,3J9+F+vCmLRfyY8AkeqgUJgKdkaSDKrK4iwpIHuu5E=,3J9+F+vCmLRfyY8AkeqgUJgKdkaSDKrK4iwpIHuu5E=,Camagüey,Licenciado en Ciencias de la Computación en la #UCLV. Identificado con nuestro proceso Revolucionario y seguidor de las ideas de Fidel.,https://t.co/FI9T0ttYlQ,188,244,2019-03-04,es,March 2019
1294,lWGX4M2jkz0ze4Khx0z2dUZz7gaZ9ZrqK27DKI98v50=,lWGX4M2jkz0ze4Khx0z2dUZz7gaZ9ZrqK27DKI98v50=,lWGX4M2jkz0ze4Khx0z2dUZz7gaZ9ZrqK27DKI98v50=,,,,72,88,2019-05-10,es,May 2019
1295,5NkYBKSNLOaosk90h7k6NT17MOeTTBQyJztIR94w8vg=,5NkYBKSNLOaosk90h7k6NT17MOeTTBQyJztIR94w8vg=,5NkYBKSNLOaosk90h7k6NT17MOeTTBQyJztIR94w8vg=,Provincia Gtmo de Cuba,"Licenciado en Derecho, Martiano y Fidelista, amante de 🇨🇺, cinéfilo y disfruta la 🎵 popular bailable. Siente adoración por sus hijos",,407,579,2019-06-11,es,June 2019
1296,dKmTz449UFKvthfFVrzmUkuA8nBjpUkonNMQM2o6w=,dKmTz449UFKvthfFVrzmUkuA8nBjpUkonNMQM2o6w=,dKmTz449UFKvthfFVrzmUkuA8nBjpUkonNMQM2o6w=,,Yo soy un hombre sincero de donde crece la palma... con los pobres de la tierra quiero yo mi suerte echar,,2595,4169,2019-02-22,es,February 2019
1297,1116068633527181320,Laylah Tellez,LaylahTellez,Cuba,"Compartiendo mi alma. Honesta conmigo y en especial contigo. Una psicóloga dispuesta a acompañarte en el camino hacia un mundo mejor. 💖a 🇨🇺
#DeZurdaTeam 🤝🐊",,6359,1400,2019-04-10,es,April 2019
1298,yPK342eKrHe12GCOk5J2jUPXOHPX50SK4PScvtnjU=,yPK342eKrHe12GCOk5J2jUPXOHPX50SK4PScvtnjU=,yPK342eKrHe12GCOk5J2jUPXOHPX50SK4PScvtnjU=,Bayamo,,,3,7,2020-02-17,es,February 2020
1299,peZ3rkJRPFK+URiCvc+oxPfQnX+oqS0nejrNvQlWr7c=,peZ3rkJRPFK+URiCvc+oxPfQnX+oqS0nejrNvQlWr7c=,peZ3rkJRPFK+URiCvc+oxPfQnX+oqS0nejrNvQlWr7c=,,"Soy una profesional cubana, patriota Fidelista, amante de la justicia. Me gusta el baile, la música y el deporte.",,2551,3703,2019-05-02,es,May 2019
1300,L6cxXgq4roWAkmXmGjxljdlf5BTCGvppnfrVQQEFy74=,L6cxXgq4roWAkmXmGjxljdlf5BTCGvppnfrVQQEFy74=,L6cxXgq4roWAkmXmGjxljdlf5BTCGvppnfrVQQEFy74=,Cuba,"Joven Ingeniero, cubano 💯. Seguidor de las ideas de Marti, Fidel y Raúl. Defensor de la  Patria Grande, Chavista, Sandinista... Me gustan los Deportes y Bailar",,1067,1944,2019-03-01,es,March 2019
